news;source;label
Lapplication StopCovid aspire vos contacts;blog.digimind.com;0
La tige de métal des masques est une antenne 5G pour vous tracer ou vous inoculer le virus;blog.digimind.com;0
Le coronavirus est transmis par la nourriture chinoise;blog.digimind.com;0
l’Institut Pasteur a créé le virus SARS-CoV-2 et l’a relâché dans la ville de Wuhan pour provoquer la pandémie et mettre en cause les autorités chinoises;pasteur.fr;0
le SARS-CoV-2 a été créé en laboratoire à partir du VIH!;pasteur.fr;0
rien prouve que le coronavirus aurait été créé en laboratoire !;pasteur.fr;0
l’Institut Pasteur a inventé la Covid-19,ni le virus à son origine, le SARS-CoV-2!;pasteur.fr;0
l’Institut Pasteur est informé de la fuite d’une arme bactériologique préfigurant les prémisses d’une 3e guerre mondiale!…;pasteur.fr;0
Voici la désinformation qui circule à propos de la COVID-19;ici.radio-canada.ca;0
un jeune de 13ans est mort après avoir reçu un vaccin contre la COVID;ici.radio-canada.ca;0
ces brevets prouvent que le coronavirus a été inventé en laboratoire;ici.radio-canada.ca;0
COVID-19:les Ontariens de 55 à 64ans font plus de désinformation en ligne;ici.radio-canada.ca;0
Les répercussions de la désinformation en pleine pandémie;ici.radio-canada.ca;0
Savoir départager les critiques des mesures sanitaires des théories du complot;ici.radio-canada.ca;0
La désinformation à létranger s’abreuve de contenus produits au Canada;ici.radio-canada.ca;0
Les médias ont-ils trop parlé de COVID-19;ici.radio-canada.ca;0
«Et sil y avait une autre solution»: une vidéo remplie de déclarations trompeuses;ici.radio-canada.ca;0
Antivaccins: le doute à forte dose;ici.radio-canada.ca;0
Attention, cette image de civières vides raconte toute l’histoire;ici.radio-canada.ca;0
les vaccins à ARN messager modifient l’ADN;ici.radio-canada.ca;0
Décès de 33 aînés vaccinés en Norvège: démêlons le vrai du faux;ici.radio-canada.ca;0
ces conseils permettent dempêcher un policier dentrer chez soi;ici.radio-canada.ca;0
Attention aux comparaisons entre taux d’occupation à l’urgence;ici.radio-canada.ca;0
il y a eu moins de mortalité au Québec en 2020;ici.radio-canada.ca;0
L’une des plus importantes fausses nouvelles au monde en 2020 provient du Canada;ici.radio-canada.ca;0
Le Canada est immunisé contre les théories du complot;ici.radio-canada.ca;0
ce sont que 3% des morts de la COVID-19 qui sont réellement décédés du virus;ici.radio-canada.ca;0
cette photo d’un souper a été prise au Québec;ici.radio-canada.ca;0
Manifestations anti-masque: résultat d’une mauvaise communication, dit un chercheur;ici.radio-canada.ca;0
le «ti-masque de dentiste» est inefficace contre la COVID-19;ici.radio-canada.ca;0
Hold-up: comment un film complotiste réussit à manipuler lauditoire;ici.radio-canada.ca;0
Cet article sur le virologue allemand Hendrik Streeck est trompeur;ici.radio-canada.ca;0
Élections américaines: au nom du père, du fils et de QAnon;ici.radio-canada.ca;0
il y a davantage de suicides au Québec en raison de la pandémie;ici.radio-canada.ca;0
La Santé publique de l’Î.-P.-É s’inquiète de la désinformation dans la province;ici.radio-canada.ca;0
Après les Qonspirations, les conflits de famille;ici.radio-canada.ca;0
Qonspirations: comment un mégacomplot s’enracine au Québec;ici.radio-canada.ca;0
Quand les théories du complot brisent les relations familiales;ici.radio-canada.ca;0
cette vidéo prouve que Québec «gonfle» les chiffres de la COVID-19;ici.radio-canada.ca;0
Facebook interdit les contenus du réseau conspirationniste Radio-Québec;ici.radio-canada.ca;0
ce document prouve que le virus qui cause la COVID-19 a été isolé;ici.radio-canada.ca;0
Que comprendre des gens qui croient avoir le droit darrêter des politiciens;ici.radio-canada.ca;0
les médecins reçoivent 3000$ lorsqu’ils attribuent un décès à la COVID-19;ici.radio-canada.ca;0
cette image prouve que des tests de COVID-19 circulaient en 2018;ici.radio-canada.ca;0
le NYTimes a dit que 90% des tests positifs du coronavirus étaient faux;ici.radio-canada.ca;0
un décès dans un CHSLD de Saint-Isidore a faussement été attribué à la COVID-19;ici.radio-canada.ca;0
Cette vidéo contient plusieurs inexactitudes sur les masques et sur les vaccins;ici.radio-canada.ca;0
Facebook supprime une vidéo conspirationniste avant même sa diffusion;ici.radio-canada.ca;0
Complots et COVID-19: accompagner plutôt que juger;ici.radio-canada.ca;0
ces hommes sont le conjoint ou le garde du corps de cette journaliste;ici.radio-canada.ca;0
Americas Frontline Doctors: attention à cette vidéo trompeuse portant sur la COVID-19;ici.radio-canada.ca;0
ce document vous exempte de porter un masque;ici.radio-canada.ca;0
une femme de 19 ans est tombée malade après avoir porté un masque;ici.radio-canada.ca;0
Ce que la désinformation sur la COVID-19 révèle sur nous;ici.radio-canada.ca;0
ce graphique prouve que lépidémie de COVID-19 a été exagérée;ici.radio-canada.ca;0
une appli de surveillance a été installée à votre insu sur votre téléphone;ici.radio-canada.ca;0
Oui, il y a eu de véritables complots;ici.radio-canada.ca;0
le gel hydroalcoolique prend feu dans une voiture exposée à la chaleur;ici.radio-canada.ca;0
COVID-19 : la Russie et la Chine seraient à l’origine de la vague de désinformation;ici.radio-canada.ca;0
les applications de traçage accèdent en secret à vos contacts;ici.radio-canada.ca;0
les masques provoquent l’hypoxie cérébrale;ici.radio-canada.ca;0
la thrombose est l’unique cause de décès des victimes de la COVID-19;ici.radio-canada.ca;0
Ce «message d’un policier» contre le dépistage est rempli de fausses informations;ici.radio-canada.ca;0
ces tests de dépistage ont été contaminés par le coronavirus;ici.radio-canada.ca;0
Twitter resserre ses règles contre la désinformation liée à la pandémie;ici.radio-canada.ca;0
Plandemic, un documentaire truffé de fausses affirmations;ici.radio-canada.ca;0
le coronavirus infecte la bactérie Prevotella;ici.radio-canada.ca;0
Bill Gates a refusé de faire vacciner ses propres enfants;ici.radio-canada.ca;0
COVID-19: comment les conspirations à propos de la 5G ont envahi lactualité;ici.radio-canada.ca;0
Attention aux photos de foules dans les lieux publics;ici.radio-canada.ca;0
Bill Gates veut vous implanter une micropuce à l’aide d’un vaccin;ici.radio-canada.ca;0
un Prix Nobel japonais a dit que le coronavirus a été inventé en laboratoire;ici.radio-canada.ca;0
COVID-19: YouTube renforce la promotion des vidéos de vérification de faits;ici.radio-canada.ca;0
manger des aliments alcalins vous protégera de la COVID-19;ici.radio-canada.ca;0
Quand un proche est happé par les théories du complot;ici.radio-canada.ca;0
Près de 50% des comptes tweetant à propos du coronavirus pourraient être des robots;ici.radio-canada.ca;0
COVID-19: pourquoi les internautes font-ils confiance à des inconnus sur YouTube;ici.radio-canada.ca;0
COVID-19: les théories du complot gagnent du terrain, selon un sondage;ici.radio-canada.ca;0
le coronavirus a été créé à partir du VIH;ici.radio-canada.ca;0
COVID-19: les réseaux sociaux luttent contre la désinformation, mais est-ce suffisant;ici.radio-canada.ca;0
le gouvernement fédéral offre d’indemnité de confinement de 756$;ici.radio-canada.ca;0
Facebook va avertir les gens qui consultent des fausses nouvelles sur la COVID-19;ici.radio-canada.ca;0
COVID-19: non, des cambrioleurs distribuent des masques empoisonnés;ici.radio-canada.ca;0
À la chasse aux fausses nouvelles sur la COVID-19;ici.radio-canada.ca;0
il faut craindre une pandémie d’hantavirus;ici.radio-canada.ca;0
ces gens ont prédit la pandémie de COVID-19;ici.radio-canada.ca;0
la Chine a téléguidé la pandémie pour le bien de son économie;ici.radio-canada.ca;0
ce chercheur a vendu le coronavirus à la Chine;ici.radio-canada.ca;0
COVID-19: non, les urgences «vides» signifient que la crise a été surévaluée;ici.radio-canada.ca;0
«Black-out» et tunnels remplis denfants: la conspiration QAnon rejoint la COVID-19;ici.radio-canada.ca;0
YouTube s’attaque aux vidéos conspirationnistes liant 5G et coronavirus;ici.radio-canada.ca;0
l’année scolaire est annulée dans les écoles du Québec;ici.radio-canada.ca;0
les produits Olymel sont contaminés par le coronavirus;ici.radio-canada.ca;0
COVID-19 : une vidéo virale trompeuse minimise lampleur de la crise;ici.radio-canada.ca;0
Internet sera coupé au Québec demain;ici.radio-canada.ca;0
Gare aux faux remèdes contre la COVID-19;ici.radio-canada.ca;0
le PM de la Nouvelle-Écosse dénonce une fausse nouvelle;ici.radio-canada.ca;0
Bill Gates a prédit la pandémie de COVID-19;ici.radio-canada.ca;0
Attention à ce message sur la période d’incubation de la COVID-19;ici.radio-canada.ca;0
Une immunologiste prévient quune vidéo virale « alarmiste » sur la COVID-19 circule;ici.radio-canada.ca;0
le coronavirus se propage davantage sur les pompes à essence quailleurs;ici.radio-canada.ca;0
ce message du Service daide médicale urgente sur le coronavirus est véridique;ici.radio-canada.ca;0
ceci est un vaccin contre le coronavirus;ici.radio-canada.ca;0
cette vidéo montre une émeute causée par la COVID-19;ici.radio-canada.ca;0
des cambrioleurs offrent des tests pour la COVID-19 de porte à porte;ici.radio-canada.ca;0
cette vidéo prouve que la COVID-19 est causée par la 5G;ici.radio-canada.ca;0
Air Transat offre de vols gratuits aux Canadiens à l’étranger;ici.radio-canada.ca;0
cette vidéo prouve que larmée sera déployée à Montréal;ici.radio-canada.ca;0
Attention aux faux textos qui affirment quil y aura bientôt un «confinement complet»;ici.radio-canada.ca;0
retenir son souffle permet de détecter le coronavirus;ici.radio-canada.ca;0
la chaleur tue le coronavirus;ici.radio-canada.ca;0
Nostradamus a prédit la pandémie de COVID-19;ici.radio-canada.ca;0
ce brevet prouve que le coronavirus a été créé en laboratoire;ici.radio-canada.ca;0
cette vidéo prouve quil y a un lien entre la 5G et le coronavirus;ici.radio-canada.ca;0
Coronavirus: partagez rien avant de suivre ces étapes!;ici.radio-canada.ca;0
cette vidéo prouve que le coronavirus est une arme biologique;ici.radio-canada.ca;0
aucune boisson guérit le coronavirus;ici.radio-canada.ca;0
Coronavirus et désinformation: modifiez vos comportements sur les réseaux sociaux;ici.radio-canada.ca;0
la Chine enterre «tous ses animaux porteurs du virus»;ici.radio-canada.ca;0
Coronavirus: une crise de désinformation sans précédent;ici.radio-canada.ca;0
la Chine a volé le coronavirus dun laboratoire canadien;ici.radio-canada.ca;0
Le Covid-19 a été volé dans un laboratoire canadien par des espions chinois;usbeketrica.com;0
Le Covid-19 contient des «insertions de VIH qui suggèrent que le virus a été créé artificiellement;usbeketrica.com;0
La pandémie de Covid-19 a été prédite lors d’une simulation;usbeketrica.com;0
Un groupe financé par Bill Gates a breveté le virus causant le COVID-19;usbeketrica.com;0
Le virus causant le Covid-19 est une arme biologique créée par l’Homme;usbeketrica.com;0
La technologie cellulaire 5G est liée à la pandémie de coronavirus;usbeketrica.com;0
L’argent colloïdal peut guérir le Covid-19;usbeketrica.com;0
La Solution Minérale Miracle peut guérir le Covid-19;usbeketrica.com;0
L’ail peut guérir le Covid-19;usbeketrica.com;0
Il est prouvé que de fortes doses de Vitamine C constituent un traitement efficace contre le Covid-19;usbeketrica.com;0
“Parents ne vous inquiétez pas”, disent les médecins, “la grippe est beaucoup plus mortelle...;fl24.net;0
Miracle macronien! Impossible pour l’immigration, le contrôle des frontières devient possible pour le coronavirus;fl24.net;0
Presque 6000 Américains entièrement vaccinés ont quand même attrapé le Coronavirus;fl24.net;0
Comment l’expliquer Une Américaine vaccinée contracte le coronavirus pour la deuxième fois;fl24.net;0
Implantée sous la peau, une micropuce inventée par les scientifiques du Pentagone détecte le...;fl24.net;0
Les chiffres sont formels: seulement 0,1% des cas de coronavirus sont liés à une...;fl24.net;0
Déjà vacciné deux fois, le président argentin Alberto Fernandez testé positif au Coronavirus;fl24.net;0
Qui est plus fort La pandémie du coronavirus ou le poisson d’avril Google a...;fl24.net;0
La ministre de la Culture, Roselyne Bachelot, positive au Coronavirus;fl24.net;0
Cette tribu insulaire polynésienne peut souffler: son dieu n’est pas mort du coronavirus;fl24.net;0
Élisabeth Borne, la ministre du Travail, attrape le Coronavirus : manque de bol, elle...;fl24.net;0
En Allemagne, un livre pour enfants mis au pilon car il dit que le...;fl24.net;0
Pourquoi il ne faut faire aucune confiance à l’enquête de l’OMS sur l’origine du...;fl24.net;0
Les plus riches sont les plus touchés par le Coronavirus en France;fl24.net;0
L’enquête de l’OMS en Chine sur le Coronavirus ne sert à rien et il...;fl24.net;0
Cette tribu mélanésienne a un problème: son dieu risque de mourir du Coronavirus;fl24.net;0
Plus de 60 000 euros! Un fraudeur en série a profité des allocations coronavirus;fl24.net;0
Fin de la pandémie du coronavirus en 2021 Oui, mais pas en France;fl24.net;0
CES personnes ont deux à trois fois moins de risques d’attraper le coronavirus;fl24.net;0
Comment un simple étudiant maoïste est-il devenu l’artisan de la stratégie allemande anti-Coronavirus;fl24.net;0
Le roi du Swaziland guéri du coronavirus grâce au remède mystérieux envoyé par Taïwan;fl24.net;0
Le gouvernement coronasceptique de CE pays affirme qu’il n’y a pas de Coronavirus et...;fl24.net;0
La fille de Bill Gates plaisante sur le vaccin contre le Coronavirus pourtant promu...;fl24.net;0
Cet expert de l’OMS est clair: la Chine a saboté la lutte contre l’épidémie...;fl24.net;0
Grand froid: mauvaise nouvelle pour le Coronavirus;fl24.net;0
À quoi ça sert Quatre personnes vaccinées attrapent le Coronavirus, les autorités minimisent;fl24.net;0
L’OMS retourne sa veste! L’origine du Coronavirus dans un labo chinois n’est pas exclue;fl24.net;0
Remède-miracle Un spray nasal japonais éliminerait 99% de la charge virale du coronavirus;fl24.net;0
Une équipe de l’OMS à Wuhan : les pseudo-enquêteurs sur le Coronavirus blanchissent la...;fl24.net;0
Dans un mois, le variant anglais du Coronavirus sera majoritaire, selon le professeur Fontanet;fl24.net;0
Le nouveau secrétaire d’État Antony Blinken sur la ligne “trumpiste : la Chine a...;fl24.net;0
Attention à ce champignon mortel! Vous n’avez pas aimé le coronavirus Vous détesterez la...;fl24.net;0
Morte du Coronavirus, une mamie de 85 ans débarque à la maison neuf jours...;fl24.net;0
Une mamie de 92 ans contracte le Coronavirus et meurt après avoir été vaccinée;fl24.net;0
Fermer les écoles à cause du Coronavirus Pour Merkel, ça pénaliserait les enfants d’immigrés;fl24.net;0
La Chine verse-t-elle dans le complotisme Le coronavirus serait originaire d’un labo militaire… américain;fl24.net;0
Vaccinés ou pas vaccinés, huit résidents d’une maison de retraite décèdent du Coronavirus;fl24.net;0
Le coronavirus viendrait-il du labo de Wuhan La Chine traite Mike Pompeo de menteur...;fl24.net;0
Découvrez les dix pays où la pandémie du coronavirus n’existe pas. Le cinquième est...;fl24.net;0
En Norvège, au moins 13 morts liés à des complications après avoir reçu le...;fl24.net;0
Des enquêteurs de l’OMS sur le Coronavirus ne peuvent pas venir à Wuhan car…...;fl24.net;0
Inquiétude: deux enquêtes parallèles sur la mort d’un médecin vacciné contre le coronavirus;fl24.net;0
Coronavirus ou pas, l’Allemagne est toujours le paradis d’immigration illégale;fl24.net;0
Un médecin de Floride décède après avoir reçu un vaccin contre le coronavirus;fl24.net;0
Au Portugal, une employée de l’hôpital décède après avoir été vaccinée contre le coronavirus;fl24.net;0
Morte de coronavirus, l’ancienne Miss Virginie revient à la vie la veille de Noël;fl24.net;0
En Suède, une enquête après la mort d’un homme vacciné contre le Coronavirus;fl24.net;0
Il a traversé la Manche: une première contamination en France au “variant anglais” du...;fl24.net;0
Un expert allemand défonce la stratégie anti-coronavirus: arrêtons de paniquer et retournons à une...;fl24.net;0
Le coronavirus n’a pas tué Macron. Ni Castex ou aucun autre cas contact, d’ailleurs;fl24.net;0
La Chine a payé une armée de trolls pour désinformer sur les réseaux sociaux...;fl24.net;0
À Taïwan, le premier cas de coronavirus depuis 250 jours. Mais comment font-ils sans...;fl24.net;0
Un hôpital suspend la vaccination contre le coronavirus. Plusieurs effets secondaires inquiétants;fl24.net;0
Panique et réunion de crise! A Londres, un conseil des ministres restreint sur la...;fl24.net;0
Brigitte Macron est testée négative au coronavirus, mais placée à l’isolement;fl24.net;0
Au Brésil, de moins en moins de personnes veulent se faire vacciner contre le...;fl24.net;0
Les hommes sont jusqu’à trois fois plus victimes du Coronavirus, selon une étude;fl24.net;0
Le principal expert allemand contre la stratégie anti-coronavirus: arrêtons de paniquer et retournons à...;fl24.net;0
Kim Jong Un a reçu de son grand frère chinois un vaccin contre le...;fl24.net;0
Une mutinerie anti-coronavirus à la prison: huit morts et des dizaines de blessés;fl24.net;0
Au Japon, plus de victimes du suicide que du Coronavirus;fl24.net;0
Kim Jong Un combat le Coronavirus sans vaccin: il fait exécuter les porteurs du...;fl24.net;0
Le coronavirus attaque les visons: après 17 millions abattus au Danemark, 1000 en Eure-et-Loire;fl24.net;0
Le complotisme deviendrait-il respectable la Chine accuse l’Italie d’être à l’origine de la pandémie...;fl24.net;0
Le maire musulman de Londres veut que les Blancs soient vaccinés contre le Coronavirus...;fl24.net;0
Médecin, guéris-toi toi-même. Le siège de l’OMS à Genève est un cluster du Coronavirus;fl24.net;0
Selon une experte, de nombreux décès attribués au coronavirus sont causés en fait par...;fl24.net;0
Des chercheurs étudiant le Coronavirus visés par des pirates russes et nord-coréens;fl24.net;0
Elon Musk dépisté quatre fois pour le coronavirus: deux fois positif, deux autres négatifs;fl24.net;0
Ce pays enregistre son tout premier cas de coronavirus: un ressortissant rapatrié;fl24.net;0
Les États-Unis contestent l’enquête de l’OMS pro-chinoise sur l’origine du Coronavirus;fl24.net;0
Selon une nouvelle étude, le Coronavirus peut affecter la fertilité masculine;fl24.net;0
Comment l’OMS couvre la Chine et bloque une véritable enquête sur les origines du...;fl24.net;0
Il accusait l’Institut Pasteur d’avoir créé le coronavirus: 5000 euros d’amende;fl24.net;0
Un algorithme détecte le coronavirus dans le son de la toux;fl24.net;0
